CAPSHAPE,SURFACE,COLOR,BRUISES,ODOR,GILL-ATTACHMENT,GILL-SPACING,GILL-SIZE,GILL-COLOR,STALK-SHAPE,STALK-ROOT,STALK-SURFACE-ABOVE-RING,STALK-SURFACE-BELOW-RING,STALK-COLOR ABOVE-RING,STALK-COLOR-BELOW-RING,VEIL-TYPE,VEIL-COLOR,RING-NUMBER,RING-TYPE,SPORE-PRINT-COLOR,POPULATION,HABITAT,CLASS
convex,smooth,white,no,none,free,crowded,broad,b'w',enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,path,poisonous
knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves,edible
knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,several,leaves,edible
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,path,poisonous
knobbed,smooth,brown,no,none,attached,close,broad,b'y',enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,clustered,leaves,edible
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
knobbed,fibrous,white,no,none,free,crowded,broad,b'w',enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
bell,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves,edible
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,wood,poisonous
flat,smooth,brown,no,none,attached,close,broad,b'y',enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves,edible
flat,scaly,brown,no,none,free,close,broad,b'w',enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,path,edible
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
flat,smooth,gray,yes,none,free,close,broad,b'w',enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,path,edible
convex,smooth,pink,yes,none,free,close,broad,b'w',enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,path,edible
conical,scaly,yellow,no,none,free,crowded,narrow,b'w',enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves,poisonous
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,path,poisonous
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,scaly,red,no,musty,attached,close,broad,b'y',enlarging,club,silky,scaly,cinnamo,cinnamo,partial,white,none,none,white,clustered,wood,poisonous
bell,smooth,brown,no,none,attached,close,broad,b'y',enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves,edible
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
convex,scaly,cinnamo,no,musty,free,close,broad,b'w',enlarging,club,silky,scaly,cinnamo,cinnamo,partial,white,none,none,white,clustered,wood,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves,edible
bell,scaly,brown,no,none,free,close,broad,b'w',enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,wood,edible
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,path,poisonous
bell,smooth,gray,no,none,free,crowded,broad,b'w',enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
convex,scaly,brown,yes,none,free,close,broad,b'w',enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,path,edible
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,path,poisonous
knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,clustered,leaves,edible
bell,fibrous,white,no,none,free,crowded,broad,b'w',enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,wood,poisonous
convex,scaly,brown,no,musty,attached,close,broad,b'y',enlarging,club,silky,scaly,cinnamo,cinnamo,partial,white,none,none,white,clustered,wood,poisonous
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,path,poisonous
convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves,edible
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,path,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,wood,poisonous
bell,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves,edible
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,path,poisonous
knobbed,scaly,yellow,no,none,free,crowded,narrow,b'w',enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves,poisonous
knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves,edible
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,path,poisonous
knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
knobbed,fibrous,white,no,none,free,crowded,broad,b'w',enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves,edible
convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
bell,smooth,gray,no,none,free,crowded,broad,b'w',enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
convex,fibrous,white,no,none,free,crowded,broad,b'w',enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
knobbed,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,path,poisonous
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,path,poisonous
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,path,poisonous
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
bell,smooth,brown,no,none,attached,close,broad,b'y',enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves,edible
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,path,poisonous
convex,smooth,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,several,leaves,edible
bell,smooth,white,no,none,free,crowded,broad,b'w',enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,path,poisonous
convex,smooth,brown,no,none,attached,close,broad,b'y',enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves,edible
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,path,poisonous
bell,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,wood,poisonous
bell,smooth,gray,no,none,free,crowded,broad,b'w',enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,wood,poisonous
convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,path,poisonous
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,path,poisonous
knobbed,smooth,brown,no,none,free,close,broad,b'w',enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,wood,edible
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,wood,poisonous
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
bell,smooth,brown,no,none,attached,close,broad,b'y',enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves,edible
bell,fibrous,gray,no,none,free,crowded,broad,b'w',enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,path,poisonous
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,wood,poisonous
flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves,edible
